year,selling_price,km_driven,fuel,transmission,mileage,engine,max_power,torque,seats,mean_price_by_fuel,median_price_by_fuel,car_age,mean_price_by_age,mean_price_by_transmission,median_price_by_transmission
2016.0,540000.0,80000.0,Diesel,Manual,21.19,1396,1396,219.66,5.0,647996.1115363587,525000.0,9.0,653392.1490593343,451816.6323673071,400000.0
2011.0,250000.0,85000.0,Diesel,Manual,21.5,1248,1248,200.0,5.0,647996.1115363587,525000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2010.0,200000.0,90000.0,Petrol,Manual,18.9,1061,1061,84.0,5.0,384050.7800201816,320000.0,15.0,275407.16897506925,451816.6323673071,400000.0
2011.0,130000.0,90000.0,Diesel,Manual,25.0,1396,1396,140.0,5.0,647996.1115363587,525000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2007.0,90000.0,90000.0,Petrol,Manual,16.1,796,796,59.0,4.0,384050.7800201816,320000.0,18.0,176171.2831325301,451816.6323673071,400000.0
2012.0,450000.0,120000.0,Diesel,Manual,22.32,1582,1582,259.8,5.0,647996.1115363587,525000.0,13.0,353276.0052083333,451816.6323673071,400000.0
2009.0,280000.0,120000.0,Diesel,Manual,18.1,1493,1493,24.0,5.0,647996.1115363587,525000.0,16.0,230213.28444444443,451816.6323673071,400000.0
2007.0,280000.0,160000.0,Diesel,Manual,13.93,2956,2956,320.0,7.0,647996.1115363587,525000.0,18.0,176171.2831325301,451816.6323673071,400000.0
2006.0,120000.0,141000.0,Petrol,Manual,17.3,993,993,78.0,5.0,384050.7800201816,320000.0,19.0,170462.23529411765,451816.6323673071,400000.0
2008.0,290000.0,100000.0,Diesel,Manual,17.8,1248,1248,190.0,5.0,647996.1115363587,525000.0,17.0,206440.19270833334,451816.6323673071,400000.0
2019.0,1000000.0,15000.0,Diesel,Manual,22.1,1396,1396,219.7,5.0,647996.1115363587,525000.0,6.0,949668.5475504323,451816.6323673071,400000.0
2012.0,415000.0,108000.0,Diesel,Manual,19.3,1248,1248,190.0,5.0,647996.1115363587,525000.0,13.0,353276.0052083333,451816.6323673071,400000.0
2012.0,415000.0,108000.0,Diesel,Manual,23.4,1248,1248,190.0,5.0,647996.1115363587,525000.0,13.0,353276.0052083333,451816.6323673071,400000.0
2015.0,240000.0,55000.0,Diesel,Manual,25.44,936,936,142.5,5.0,647996.1115363587,525000.0,10.0,589345.5338235294,451816.6323673071,400000.0
2010.0,250000.0,37944.0,Diesel,Manual,18.4,1248,1248,190.0,5.0,647996.1115363587,525000.0,15.0,275407.16897506925,451816.6323673071,400000.0
2011.0,175000.0,90400.0,Diesel,Manual,20.0,1399,1399,160.0,5.0,647996.1115363587,525000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2008.0,220000.0,85000.0,Diesel,Manual,16.8,1493,1493,24.0,5.0,647996.1115363587,525000.0,17.0,206440.19270833334,451816.6323673071,400000.0
2003.0,85000.0,120000.0,Diesel,Manual,20.8,1527,1527,789.0,5.0,647996.1115363587,525000.0,22.0,102849.97222222222,451816.6323673071,400000.0
2019.0,675000.0,5000.0,Petrol,Manual,21.21,1197,1197,113.0,5.0,384050.7800201816,320000.0,6.0,949668.5475504323,451816.6323673071,400000.0
2016.0,535000.0,50000.0,Diesel,Manual,19.87,1461,1461,200.0,5.0,647996.1115363587,525000.0,9.0,653392.1490593343,451816.6323673071,400000.0
2019.0,675000.0,5000.0,Petrol,Manual,20.0,999,999,96.0,7.0,384050.7800201816,320000.0,6.0,949668.5475504323,451816.6323673071,400000.0
2016.0,800000.0,90000.0,Diesel,Manual,24.3,1248,1248,200.0,5.0,647996.1115363587,525000.0,9.0,653392.1490593343,451816.6323673071,400000.0
2012.0,425000.0,96000.0,Diesel,Manual,20.77,1248,1248,200.0,7.0,647996.1115363587,525000.0,13.0,353276.0052083333,451816.6323673071,400000.0
2011.0,150000.0,80000.0,Petrol,Manual,15.37,1196,1196,101.0,5.0,384050.7800201816,320000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2007.0,90000.0,60000.0,Petrol,Manual,18.2,1061,1061,84.0,5.0,384050.7800201816,320000.0,18.0,176171.2831325301,451816.6323673071,400000.0
2015.0,850000.0,90000.0,Diesel,Manual,15.1,2179,2179,330.0,7.0,647996.1115363587,525000.0,10.0,589345.5338235294,451816.6323673071,400000.0
2008.0,330000.0,193623.0,Diesel,Manual,12.8,2494,2494,20.4,8.0,647996.1115363587,525000.0,17.0,206440.19270833334,451816.6323673071,400000.0
2017.0,850000.0,63186.0,Diesel,Manual,22.54,1396,1396,219.7,5.0,647996.1115363587,525000.0,8.0,731609.6882793017,451816.6323673071,400000.0
2008.0,305000.0,219000.0,Diesel,Manual,13.6,2523,2523,180.0,7.0,647996.1115363587,525000.0,17.0,206440.19270833334,451816.6323673071,400000.0
2013.0,910000.0,110000.0,Diesel,Manual,12.99,2494,2494,200.0,7.0,647996.1115363587,525000.0,12.0,452257.0875,451816.6323673071,400000.0
2012.0,1100000.0,151000.0,Diesel,Manual,12.8,2494,2494,20.4,8.0,647996.1115363587,525000.0,13.0,353276.0052083333,451816.6323673071,400000.0
2019.0,675000.0,5000.0,Petrol,Automatic,21.4,1197,1197,115.0,5.0,384050.7800201816,320000.0,6.0,949668.5475504323,1322916.4973913042,850000.0
2010.0,150000.0,91500.0,Petrol,Manual,19.7,796,796,62.0,5.0,384050.7800201816,320000.0,15.0,275407.16897506925,451816.6323673071,400000.0
2015.0,550000.0,23000.0,Diesel,Manual,25.2,1248,1248,190.0,5.0,647996.1115363587,525000.0,10.0,589345.5338235294,451816.6323673071,400000.0
2012.0,350000.0,40000.0,Diesel,Manual,20.54,1598,1598,250.0,5.0,647996.1115363587,525000.0,13.0,353276.0052083333,451816.6323673071,400000.0
2012.0,300000.0,70000.0,Diesel,Manual,23.2,1248,1248,190.0,5.0,647996.1115363587,525000.0,13.0,353276.0052083333,451816.6323673071,400000.0
2018.0,1745000.0,10000.0,Diesel,Automatic,11.36,2755,2755,360.0,7.0,647996.1115363587,525000.0,7.0,866775.9159802307,1322916.4973913042,850000.0
2014.0,611000.0,90000.0,Diesel,Manual,14.0,2523,2523,200.0,7.0,647996.1115363587,525000.0,11.0,512367.17586206895,451816.6323673071,400000.0
2016.0,400000.0,68000.0,Petrol,Manual,19.4,1198,1198,109.0,5.0,384050.7800201816,320000.0,9.0,653392.1490593343,451816.6323673071,400000.0
2013.0,700000.0,120000.0,Diesel,Manual,22.7,1582,1582,259.87,5.0,647996.1115363587,525000.0,12.0,452257.0875,451816.6323673071,400000.0
2013.0,300000.0,65000.0,Diesel,Manual,22.1,1248,1248,205.0,5.0,647996.1115363587,525000.0,12.0,452257.0875,451816.6323673071,400000.0
2005.0,65000.0,85000.0,Petrol,Manual,15.3,1341,1341,115.0,5.0,384050.7800201816,320000.0,20.0,139864.27142857143,451816.6323673071,400000.0
2011.0,200000.0,94000.0,Petrol,Manual,18.9,998,998,90.0,5.0,384050.7800201816,320000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2015.0,650000.0,100000.0,Diesel,Manual,22.54,1396,1396,219.7,5.0,647996.1115363587,525000.0,10.0,589345.5338235294,451816.6323673071,400000.0
2015.0,650000.0,80000.0,Diesel,Manual,22.54,1396,1396,219.7,5.0,647996.1115363587,525000.0,10.0,589345.5338235294,451816.6323673071,400000.0
2013.0,350000.0,80000.0,Diesel,Manual,22.07,1199,1199,180.0,5.0,647996.1115363587,525000.0,12.0,452257.0875,451816.6323673071,400000.0
2011.0,75000.0,140500.0,Diesel,Manual,17.88,1396,1396,85.0,5.0,647996.1115363587,525000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2010.0,240000.0,143000.0,Petrol,Manual,17.5,1298,1298,114.0,5.0,384050.7800201816,320000.0,15.0,275407.16897506925,451816.6323673071,400000.0
2013.0,240000.0,60000.0,Petrol,Manual,20.92,998,998,90.0,5.0,384050.7800201816,320000.0,12.0,452257.0875,451816.6323673071,400000.0
2011.0,180000.0,120000.0,Diesel,Manual,18.4,1248,1248,190.0,5.0,647996.1115363587,525000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2014.0,900000.0,80000.0,Diesel,Automatic,13.01,2199,2199,436.39,7.0,647996.1115363587,525000.0,11.0,512367.17586206895,1322916.4973913042,850000.0
2014.0,425000.0,63000.0,Diesel,Manual,18.06,2523,2523,182.5,7.0,647996.1115363587,525000.0,11.0,512367.17586206895,451816.6323673071,400000.0
2009.0,95000.0,120000.0,Petrol,Manual,18.0,995,995,90.3,5.0,384050.7800201816,320000.0,16.0,230213.28444444443,451816.6323673071,400000.0
2018.0,811000.0,100000.0,Diesel,Manual,28.4,1248,1248,190.0,5.0,647996.1115363587,525000.0,7.0,866775.9159802307,451816.6323673071,400000.0
2018.0,1100000.0,60000.0,Petrol,Manual,17.0,1591,1591,151.0,5.0,384050.7800201816,320000.0,7.0,866775.9159802307,451816.6323673071,400000.0
2013.0,600000.0,90000.0,Diesel,Manual,13.58,2499,2499,171.0,9.0,647996.1115363587,525000.0,12.0,452257.0875,451816.6323673071,400000.0
2014.0,550000.0,50000.0,Diesel,Manual,20.77,1248,1248,200.0,7.0,647996.1115363587,525000.0,11.0,512367.17586206895,451816.6323673071,400000.0
2015.0,715000.0,70000.0,Diesel,Manual,15.4,2179,2179,280.0,7.0,647996.1115363587,525000.0,10.0,589345.5338235294,451816.6323673071,400000.0
2006.0,100000.0,120000.0,Diesel,Manual,16.1,1405,1405,13.5,5.0,647996.1115363587,525000.0,19.0,170462.23529411765,451816.6323673071,400000.0
2013.0,500000.0,195000.0,Diesel,Manual,14.0,2523,2523,200.0,8.0,647996.1115363587,525000.0,12.0,452257.0875,451816.6323673071,400000.0
2013.0,350000.0,40000.0,Petrol,Manual,20.51,998,998,90.0,5.0,384050.7800201816,320000.0,12.0,452257.0875,451816.6323673071,400000.0
2008.0,100000.0,40000.0,Diesel,Manual,16.8,1405,1405,12.5,5.0,647996.1115363587,525000.0,17.0,206440.19270833334,451816.6323673071,400000.0
2012.0,325000.0,120000.0,Diesel,Manual,13.93,2179,2179,320.0,7.0,647996.1115363587,525000.0,13.0,353276.0052083333,451816.6323673071,400000.0
2012.0,220000.0,360003.0,Petrol,Manual,18.9,998,998,90.0,5.0,384050.7800201816,320000.0,13.0,353276.0052083333,451816.6323673071,400000.0
1999.0,55000.0,60000.0,Petrol,Manual,16.1,796,796,59.0,4.0,384050.7800201816,320000.0,26.0,71307.69230769231,451816.6323673071,400000.0
2016.0,330000.0,20000.0,Petrol,Manual,25.17,799,799,72.0,5.0,384050.7800201816,320000.0,9.0,653392.1490593343,451816.6323673071,400000.0
2014.0,480000.0,37000.0,Diesel,Manual,15.96,2523,2523,195.0,7.0,647996.1115363587,525000.0,11.0,512367.17586206895,451816.6323673071,400000.0
2018.0,950000.0,57000.0,Diesel,Manual,25.1,1248,1248,200.0,5.0,647996.1115363587,525000.0,7.0,866775.9159802307,451816.6323673071,400000.0
2011.0,300000.0,110000.0,Diesel,Manual,16.2,1493,1493,24.0,5.0,647996.1115363587,525000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2006.0,170000.0,110000.0,Petrol,Manual,13.9,1599,1599,14.9,5.0,384050.7800201816,320000.0,19.0,170462.23529411765,451816.6323673071,400000.0
2013.0,850000.0,120000.0,Diesel,Manual,12.99,2494,2494,200.0,8.0,647996.1115363587,525000.0,12.0,452257.0875,451816.6323673071,400000.0
2019.0,900000.0,8079.0,Diesel,Manual,24.7,1047,1047,140.0,5.0,647996.1115363587,525000.0,6.0,949668.5475504323,451816.6323673071,400000.0
2015.0,1325000.0,114368.0,Diesel,Manual,12.99,2494,2494,200.0,7.0,647996.1115363587,525000.0,10.0,589345.5338235294,451816.6323673071,400000.0
2012.0,350000.0,79990.0,Diesel,Manual,17.8,1399,1399,160.0,5.0,647996.1115363587,525000.0,13.0,353276.0052083333,451816.6323673071,400000.0
2012.0,425000.0,81632.0,Diesel,Manual,20.0,1399,1399,160.0,5.0,647996.1115363587,525000.0,13.0,353276.0052083333,451816.6323673071,400000.0
2016.0,600000.0,155201.0,Diesel,Manual,26.1,1498,1498,215.0,5.0,647996.1115363587,525000.0,9.0,653392.1490593343,451816.6323673071,400000.0
2014.0,750000.0,101504.0,Diesel,Manual,22.7,1498,1498,204.0,5.0,647996.1115363587,525000.0,11.0,512367.17586206895,451816.6323673071,400000.0
2012.0,450000.0,90165.0,Diesel,Manual,17.8,1399,1399,160.0,5.0,647996.1115363587,525000.0,13.0,353276.0052083333,451816.6323673071,400000.0
2010.0,325000.0,86017.0,Diesel,Manual,25.5,1498,1498,215.0,5.0,647996.1115363587,525000.0,15.0,275407.16897506925,451816.6323673071,400000.0
2013.0,900000.0,85036.0,Diesel,Manual,15.1,2179,2179,330.0,7.0,647996.1115363587,525000.0,12.0,452257.0875,451816.6323673071,400000.0
2013.0,600000.0,125531.0,Diesel,Manual,22.77,1498,1498,205.0,5.0,647996.1115363587,525000.0,12.0,452257.0875,451816.6323673071,400000.0
2019.0,1100000.0,10000.0,Petrol,Manual,17.0,1591,1591,151.0,5.0,384050.7800201816,320000.0,6.0,949668.5475504323,451816.6323673071,400000.0
2017.0,520000.0,20000.0,Petrol,Manual,23.84,1199,1199,114.0,5.0,384050.7800201816,320000.0,8.0,731609.6882793017,451816.6323673071,400000.0
2015.0,885000.0,170000.0,Diesel,Manual,15.4,2179,2179,280.0,7.0,647996.1115363587,525000.0,10.0,589345.5338235294,451816.6323673071,400000.0
2018.0,950000.0,40000.0,Diesel,Automatic,21.5,1497,1497,260.0,5.0,647996.1115363587,525000.0,7.0,866775.9159802307,1322916.4973913042,850000.0
2008.0,229999.0,120000.0,Petrol,Manual,17.0,1497,1497,146.0,5.0,384050.7800201816,320000.0,17.0,206440.19270833334,451816.6323673071,400000.0
2013.0,409999.0,100000.0,Diesel,Manual,23.2,1248,1248,190.0,5.0,647996.1115363587,525000.0,12.0,452257.0875,451816.6323673071,400000.0
2011.0,300000.0,110000.0,Diesel,Manual,17.8,1399,1399,16.3,5.0,647996.1115363587,525000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2008.0,175000.0,120000.0,Diesel,Manual,16.8,1405,1405,13.0,5.0,647996.1115363587,525000.0,17.0,206440.19270833334,451816.6323673071,400000.0
2000.0,108000.0,206000.0,Petrol,Manual,19.7,796,796,62.0,5.0,384050.7800201816,320000.0,25.0,78639.78571428571,451816.6323673071,400000.0
2017.0,425000.0,40000.0,Petrol,Manual,23.1,998,998,90.0,5.0,384050.7800201816,320000.0,8.0,731609.6882793017,451816.6323673071,400000.0
2011.0,272000.0,170000.0,Diesel,Manual,16.52,1991,1991,305.0,5.0,647996.1115363587,525000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2013.0,310000.0,70000.0,Petrol,Manual,19.81,1086,1086,99.04,5.0,384050.7800201816,320000.0,12.0,452257.0875,451816.6323673071,400000.0
2017.0,1125000.0,105000.0,Diesel,Manual,21.38,1396,1396,219.7,5.0,647996.1115363587,525000.0,8.0,731609.6882793017,451816.6323673071,400000.0
2014.0,450000.0,46000.0,Petrol,Manual,19.1,1197,1197,113.75,5.0,384050.7800201816,320000.0,11.0,512367.17586206895,451816.6323673071,400000.0
2011.0,388000.0,80000.0,Diesel,Manual,22.07,1199,1199,180.0,5.0,647996.1115363587,525000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2011.0,400000.0,60000.0,Petrol,Manual,16.2,1599,1599,14.9,5.0,384050.7800201816,320000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2015.0,760000.0,70000.0,Diesel,Manual,25.1,1498,1498,200.0,5.0,647996.1115363587,525000.0,10.0,589345.5338235294,451816.6323673071,400000.0
2009.0,120000.0,90000.0,Petrol,Manual,19.7,796,796,62.0,5.0,384050.7800201816,320000.0,16.0,230213.28444444443,451816.6323673071,400000.0
2019.0,757000.0,25000.0,Diesel,Manual,28.4,1248,1248,190.0,5.0,647996.1115363587,525000.0,6.0,949668.5475504323,451816.6323673071,400000.0
2015.0,270000.0,53000.0,Petrol,Manual,22.74,796,796,69.0,5.0,384050.7800201816,320000.0,10.0,589345.5338235294,451816.6323673071,400000.0
2011.0,250000.0,90000.0,Diesel,Manual,13.55,2179,2179,250.0,7.0,647996.1115363587,525000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2011.0,800000.0,60000.0,Diesel,Manual,12.8,2494,2494,20.4,7.0,647996.1115363587,525000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2014.0,1380000.0,150000.0,Diesel,Manual,13.0,2982,2982,343.0,7.0,647996.1115363587,525000.0,11.0,512367.17586206895,451816.6323673071,400000.0
2014.0,700000.0,24000.0,Diesel,Manual,16.55,2498,2498,247.0,6.0,647996.1115363587,525000.0,11.0,512367.17586206895,451816.6323673071,400000.0
2016.0,450000.0,100000.0,Diesel,Manual,24.2,1498,1498,200.0,7.0,647996.1115363587,525000.0,9.0,653392.1490593343,451816.6323673071,400000.0
2018.0,650000.0,6000.0,Petrol,Manual,18.15,1198,1198,115.0,6.0,384050.7800201816,320000.0,7.0,866775.9159802307,451816.6323673071,400000.0
2013.0,950000.0,49700.0,Diesel,Manual,15.1,2179,2179,330.0,7.0,647996.1115363587,525000.0,12.0,452257.0875,451816.6323673071,400000.0
2007.0,626000.0,80000.0,Diesel,Manual,12.8,2494,2494,20.4,7.0,647996.1115363587,525000.0,18.0,176171.2831325301,451816.6323673071,400000.0
2019.0,600000.0,10000.0,Petrol,Automatic,21.21,1197,1197,113.0,5.0,384050.7800201816,320000.0,6.0,949668.5475504323,1322916.4973913042,850000.0
2019.0,290000.0,21000.0,Petrol,Manual,25.17,799,799,72.0,5.0,384050.7800201816,320000.0,6.0,949668.5475504323,451816.6323673071,400000.0
2013.0,215000.0,25000.0,Petrol,Manual,20.92,998,998,90.0,5.0,384050.7800201816,320000.0,12.0,452257.0875,451816.6323673071,400000.0
2016.0,250000.0,22000.0,Petrol,Manual,25.17,799,799,72.0,5.0,384050.7800201816,320000.0,9.0,653392.1490593343,451816.6323673071,400000.0
2017.0,750000.0,50000.0,Diesel,Manual,24.52,1248,1248,200.0,7.0,647996.1115363587,525000.0,8.0,731609.6882793017,451816.6323673071,400000.0
2016.0,250000.0,20000.0,Petrol,Manual,23.95,998,998,90.0,5.0,384050.7800201816,320000.0,9.0,653392.1490593343,451816.6323673071,400000.0
2017.0,950000.0,15000.0,Petrol,Automatic,15.4,1497,1497,145.0,7.0,384050.7800201816,320000.0,8.0,731609.6882793017,1322916.4973913042,850000.0
2018.0,793000.0,30000.0,Diesel,Manual,25.83,1498,1498,215.0,5.0,647996.1115363587,525000.0,7.0,866775.9159802307,451816.6323673071,400000.0
2015.0,750000.0,74000.0,Diesel,Manual,19.67,1582,1582,259.9,5.0,647996.1115363587,525000.0,10.0,589345.5338235294,451816.6323673071,400000.0
2017.0,725000.0,6550.0,Petrol,Automatic,18.2,1199,1199,110.0,5.0,384050.7800201816,320000.0,8.0,731609.6882793017,1322916.4973913042,850000.0
2016.0,480000.0,30000.0,Diesel,Manual,24.0,1120,1120,160.0,5.0,647996.1115363587,525000.0,9.0,653392.1490593343,451816.6323673071,400000.0
2013.0,3750000.0,56000.0,Diesel,Automatic,11.2,2993,2993,540.0,4.0,647996.1115363587,525000.0,12.0,452257.0875,1322916.4973913042,850000.0
2018.0,795000.0,41779.0,Petrol,Manual,21.21,1197,1197,113.0,5.0,384050.7800201816,320000.0,7.0,866775.9159802307,451816.6323673071,400000.0
2016.0,625000.0,54000.0,Petrol,Manual,18.7,1199,1199,110.0,5.0,384050.7800201816,320000.0,9.0,653392.1490593343,451816.6323673071,400000.0
2016.0,2900000.0,31000.0,Diesel,Automatic,13.0,2143,2143,500.0,5.0,647996.1115363587,525000.0,9.0,653392.1490593343,1322916.4973913042,850000.0
2017.0,625000.0,37000.0,Diesel,Automatic,26.8,1248,1248,190.0,5.0,647996.1115363587,525000.0,8.0,731609.6882793017,1322916.4973913042,850000.0
2011.0,440000.0,90000.0,Diesel,Automatic,18.1,1991,1991,327.0,4.0,647996.1115363587,525000.0,14.0,316033.60186915885,1322916.4973913042,850000.0
2018.0,1400000.0,13534.0,Petrol,Manual,14.28,1798,1798,173.0,5.0,384050.7800201816,320000.0,7.0,866775.9159802307,451816.6323673071,400000.0
2017.0,1450000.0,7000.0,Petrol,Automatic,14.53,1794,1794,173.0,5.0,384050.7800201816,320000.0,8.0,731609.6882793017,1322916.4973913042,850000.0
2017.0,2700000.0,23000.0,Diesel,Automatic,17.9,2143,2143,300.0,5.0,647996.1115363587,525000.0,8.0,731609.6882793017,1322916.4973913042,850000.0
2019.0,1925000.0,43000.0,Diesel,Automatic,11.36,2755,2755,360.0,8.0,647996.1115363587,525000.0,6.0,949668.5475504323,1322916.4973913042,850000.0
2020.0,1900000.0,5000.0,Diesel,Automatic,17.8,1493,1493,250.0,5.0,647996.1115363587,525000.0,5.0,888349.1587301587,1322916.4973913042,850000.0
2017.0,844999.0,70000.0,Diesel,Manual,28.09,1248,1248,200.0,5.0,647996.1115363587,525000.0,8.0,731609.6882793017,451816.6323673071,400000.0
2016.0,650000.0,99000.0,Diesel,Automatic,21.66,1498,1498,250.0,5.0,647996.1115363587,525000.0,9.0,653392.1490593343,1322916.4973913042,850000.0
2018.0,750000.0,15000.0,Petrol,Manual,22.0,1197,1197,113.0,5.0,384050.7800201816,320000.0,7.0,866775.9159802307,451816.6323673071,400000.0
2018.0,6000000.0,28156.0,Diesel,Automatic,17.09,2993,2993,620.0,4.0,647996.1115363587,525000.0,7.0,866775.9159802307,1322916.4973913042,850000.0
2015.0,610000.0,30000.0,Petrol,Manual,18.7,1199,1199,110.0,5.0,384050.7800201816,320000.0,10.0,589345.5338235294,451816.6323673071,400000.0
2018.0,2940000.0,100000.0,Diesel,Automatic,12.9,2755,2755,450.0,7.0,647996.1115363587,525000.0,7.0,866775.9159802307,1322916.4973913042,850000.0
2017.0,1150000.0,63309.0,Diesel,Manual,19.67,1582,1582,259.9,5.0,647996.1115363587,525000.0,8.0,731609.6882793017,451816.6323673071,400000.0
2016.0,1825000.0,94000.0,Diesel,Automatic,11.36,2755,2755,360.0,7.0,647996.1115363587,525000.0,9.0,653392.1490593343,1322916.4973913042,850000.0
2018.0,890000.0,29000.0,Petrol,Automatic,17.4,1197,1197,117.0,5.0,384050.7800201816,320000.0,7.0,866775.9159802307,1322916.4973913042,850000.0
2017.0,385000.0,155000.0,Diesel,Manual,25.0,1396,1396,140.0,5.0,647996.1115363587,525000.0,8.0,731609.6882793017,451816.6323673071,400000.0
2016.0,400000.0,35000.0,Petrol,Automatic,23.1,998,998,90.0,5.0,384050.7800201816,320000.0,9.0,653392.1490593343,1322916.4973913042,850000.0
2018.0,550000.0,50000.0,Diesel,Manual,24.0,1186,1186,190.24,5.0,647996.1115363587,525000.0,7.0,866775.9159802307,451816.6323673071,400000.0
2010.0,270000.0,185000.0,Diesel,Manual,14.8,2499,2499,19.0,7.0,647996.1115363587,525000.0,15.0,275407.16897506925,451816.6323673071,400000.0
2013.0,200000.0,175000.0,Diesel,Manual,19.09,1396,1396,135.0,5.0,647996.1115363587,525000.0,12.0,452257.0875,451816.6323673071,400000.0
2016.0,310000.0,11500.0,Petrol,Manual,25.17,799,799,72.0,5.0,384050.7800201816,320000.0,9.0,653392.1490593343,451816.6323673071,400000.0
2019.0,700000.0,3000.0,Diesel,Manual,25.4,1186,1186,190.25,5.0,647996.1115363587,525000.0,6.0,949668.5475504323,451816.6323673071,400000.0
2015.0,480000.0,80000.0,Diesel,Manual,22.1,1248,1248,190.0,5.0,647996.1115363587,525000.0,10.0,589345.5338235294,451816.6323673071,400000.0
2005.0,90000.0,40000.0,Petrol,Manual,19.7,796,796,62.0,5.0,384050.7800201816,320000.0,20.0,139864.27142857143,451816.6323673071,400000.0
2005.0,80000.0,40000.0,Petrol,Manual,19.7,796,796,62.0,5.0,384050.7800201816,320000.0,20.0,139864.27142857143,451816.6323673071,400000.0
2015.0,350000.0,90000.0,Diesel,Manual,23.2,1248,1248,190.0,5.0,647996.1115363587,525000.0,10.0,589345.5338235294,451816.6323673071,400000.0
2017.0,600000.0,100000.0,Diesel,Manual,23.65,1248,1248,200.0,5.0,647996.1115363587,525000.0,8.0,731609.6882793017,451816.6323673071,400000.0
2011.0,350000.0,120000.0,Diesel,Manual,13.5,2179,2179,277.5,5.0,647996.1115363587,525000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2018.0,770000.0,50000.0,Diesel,Manual,24.3,1248,1248,200.0,5.0,647996.1115363587,525000.0,7.0,866775.9159802307,451816.6323673071,400000.0
2012.0,350000.0,25000.0,Diesel,Manual,21.03,1461,1461,160.0,5.0,647996.1115363587,525000.0,13.0,353276.0052083333,451816.6323673071,400000.0
2011.0,600000.0,50000.0,Diesel,Manual,12.05,2179,2179,290.0,8.0,647996.1115363587,525000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2016.0,750000.0,71000.0,Diesel,Manual,18.49,1493,1493,240.0,7.0,647996.1115363587,525000.0,9.0,653392.1490593343,451816.6323673071,400000.0
2016.0,340000.0,40000.0,Petrol,Manual,20.51,998,998,90.0,5.0,384050.7800201816,320000.0,9.0,653392.1490593343,451816.6323673071,400000.0
2018.0,650000.0,31800.0,Petrol,Manual,18.6,1197,1197,114.73,5.0,384050.7800201816,320000.0,7.0,866775.9159802307,451816.6323673071,400000.0
2014.0,300000.0,65000.0,Petrol,Manual,20.36,1197,1197,111.8,5.0,384050.7800201816,320000.0,11.0,512367.17586206895,451816.6323673071,400000.0
2014.0,204999.0,15000.0,Petrol,Manual,22.74,796,796,69.0,5.0,384050.7800201816,320000.0,11.0,512367.17586206895,451816.6323673071,400000.0
2012.0,254999.0,70000.0,Diesel,Manual,20.8,1461,1461,160.0,5.0,647996.1115363587,525000.0,13.0,353276.0052083333,451816.6323673071,400000.0
2017.0,650000.0,5000.0,Petrol,Manual,18.16,1196,1196,112.0,5.0,384050.7800201816,320000.0,8.0,731609.6882793017,451816.6323673071,400000.0
2017.0,280000.0,50000.0,Petrol,Manual,21.1,814,814,74.5,5.0,384050.7800201816,320000.0,8.0,731609.6882793017,451816.6323673071,400000.0
2011.0,100000.0,80000.0,Diesel,Manual,17.2,1396,1396,8.5,5.0,647996.1115363587,525000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2014.0,575000.0,70000.0,Diesel,Manual,13.58,2499,2499,171.0,9.0,647996.1115363587,525000.0,11.0,512367.17586206895,451816.6323673071,400000.0
2017.0,780000.0,40000.0,Diesel,Manual,24.3,1248,1248,200.0,5.0,647996.1115363587,525000.0,8.0,731609.6882793017,451816.6323673071,400000.0
2013.0,467000.0,157000.0,Diesel,Manual,15.96,2523,2523,195.0,7.0,647996.1115363587,525000.0,12.0,452257.0875,451816.6323673071,400000.0
2015.0,1050000.0,90000.0,Diesel,Manual,15.4,2179,2179,280.0,7.0,647996.1115363587,525000.0,10.0,589345.5338235294,451816.6323673071,400000.0
2011.0,225000.0,80000.0,Petrol,Manual,19.81,1086,1086,99.04,5.0,384050.7800201816,320000.0,14.0,316033.60186915885,451816.6323673071,400000.0
2012.0,260000.0,70000.0,Diesel,Manual,21.03,1461,1461,160.0,5.0,647996.1115363587,525000.0,13.0,353276.0052083333,451816.6323673071,400000.0
2009.0,90000.0,50000.0,Petrol,Manual,16.0,995,995,9.2,5.0,384050.7800201816,320000.0,16.0,230213.28444444443,451816.6323673071,400000.0
2012.0,280000.0,60000.0,Diesel,Manual,20.0,1399,1399,160.0,5.0,647996.1115363587,525000.0,13.0,353276.0052083333,451816.6323673071,400000.0
2014.0,350000.0,106000.0,Diesel,Manual,20.8,1461,1461,160.0,5.0,647996.1115363587,525000.0,11.0,512367.17586206895,451816.6323673071,400000.0
